Seed Code,LA Name,Centre Type,School Name,Address Line1,Address Line2,Address Line3,Post Code,Unique Property Reference Number (UPRN),Email,Phone Number,Website Address,Pre-school Department,Primary Department,Secondary Department,Special Department,Gaelic Unit,Integrated Special Unit,Denomination
8106525,Argyll & Bute,Local Authority,Minard Primary School,Minard,By Inveraray,ARGYLL,PA32 8YB,125054482,enquiries-minard@argyll-bute.gov.uk,01546 886636,http://www.minard.argyll-bute.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8234124,South Ayrshire,Local Authority,Minishant Primary School,Merrick Crescent,Minishant,,KA19 8ET,141005578,minishant.mail@south-ayrshire.gov.uk,01292 612144,http://blogs.glowscotland.org.uk/sa/minishantps/,No,Yes,No,No,No,No,Non-denominational
1004859,Dumfries & Galloway,Local Authority,Minnigaff Behaviour Support Unit,Minnigaff Primary School,Minnigaff,NEWTON STEWART,DG8 6PE,137010500,gw08officeminnigaff@ea.dumgal.sch.uk,(01671) 402477,http://www.dumgal.gov.uk/article/15498/Minnigaff-Primary-School,No,No,No,Yes,No,No,Non-denominational
5910226,Dumfries & Galloway,Local Authority,Minnigaff School,McGregor Drive,Minnigaff,NEWTON STEWART,DG8 6PE,137010500,gw08officeminnigaff@ea.dumgal.sch.uk,01671 402477,http://www.dumgal.gov.uk/article/15498/Minnigaff-Primary-School,No,Yes,No,No,No,Yes,Non-denominational
5222133,Aberdeenshire,Local Authority,Mintlaw Academy,Station Road,Mintlaw,PETERHEAD ABERDEENSHIRE,AB42 5FN,151100479,mintlaw.aca@aberdeenshire.gov.uk,01771 676670,http://mintlawacademy.aberdeenshire.sch.uk/,No,No,Yes,No,No,Yes,Non-denominational
5220122,Aberdeenshire,Local Authority,Mintlaw Primary School,Longside Road,Mintlaw,ABERDEENSHIRE,AB42 5EJ,151086139,mintlaw.sch@aberdeenshire.gov.uk,01771 676620,http://www.mintlaw-pri.aberdeenshire.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
5948738,Dumfries & Galloway,Local Authority,Moffat Academy,Jeff Brown Drive,Moffat,,DG10 9QL,137103678,gw08officemoffat@ea.dumgal.sch.uk,01683 222000,http://www.moffat.dumgal.sch.uk/,Yes,Yes,Yes,No,No,Yes,Non-denominational
5340020,Perth & Kinross,Local Authority,Moncreiffe Primary School,Gleneagles Road,Perth,,PH2 0AW,124016124,Moncreiffe@pkc.gov.uk,01738 472333,http://www.moncreiffe.pkc.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5938023,Dumfries & Galloway,Local Authority,Moniaive School,Chapel Street,Moniaive,THORNHILL,DG3 4EJ,137017453,gw08officemoniaive@ea.dumgal.sch.uk,01848 200328,https://blogs.glowscotland.org.uk/dg/MoniaivePrimary/,No,Yes,No,No,No,No,Non-denominational
5339537,Angus,Local Authority,Monifieth High School,Panmurefield Road,Monifieth,,DD5 4QT,117096654,MonifiethHigh@angusschools.org.uk,01382 768100,http://www.monifiethhighschool.com/,No,No,Yes,No,No,Yes,Non-denominational
5305624,Angus,Local Authority,Monikie Primary School,Craigton Road,Monikie,ANGUS,DD5 3QN,117083574,Monikie@angusschools.org.uk,01382 768115,http://www.monikieprimaryschool.co.uk,Yes,Yes,No,No,No,No,Non-denominational
8234221,South Ayrshire,Local Authority,Monkton Primary School,Station Road,Monkton,PRESTWICK,KA9 2RH,141068904,monkton.mail@south-ayrshire.gov.uk,01292 473456,http://www.monkton.sayr.sch.uk,Yes,Yes,No,No,No,No,Non-denominational
5218020,Aberdeenshire,Local Authority,Monquhitter School,Thornhill Road,Cuminestown,BY TURRIFF ABERDEENSHIRE,AB53 5WH,151086142,monquhitter.sch@aberdeenshire.gov.uk,01888 530840,http://www.monquhitter.aberdeenshire.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5308038,Angus,Local Authority,Montrose Academy,Academy Square,Montrose,,DD10 8HU,117097634,MontroseAcademy@angusschools.org.uk,01674 907500,http://www.montroseacademy.angus.sch.uk/,No,No,Yes,No,No,Yes,Non-denominational
5228220,Aberdeenshire,Local Authority,Monymusk School,Monymusk,Inverurie,ABERDEENSHIRE,AB51 7HJ,151102691,monymusk.sch@aberdeenshire.gov.uk,01467 536980,http://www.monymusk.aberdeenshire.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8641420,Inverclyde,Local Authority,Moorfoot Primary School,Moorfoot Drive,GREENOCK,,PA19 1ES,119000949,INMoorfoot@glowscotland.onmicrosoft.com,01475 715701,http://moorfoot.inverclyde.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5540720,Midlothian,Local Authority,Moorfoot Primary School,41 Borthwick Castle Road,North Middleton,GOREBRIDGE,EH23 4QS,120038646,moorfoot.ps@midlothian.gov.uk,0131 271 4640,http://moorfoot.mgfl.net/,Yes,Yes,No,No,No,No,Non-denominational
8211523,North Ayrshire,Local Authority,Moorpark Primary School,Milton Road,,KILBIRNIE,KA25 7EP,126061150,moorpark@ea.n-ayrshire.sch.uk,01505 685386,https://blogs.glowscotland.org.uk/na/moorparkprimaryschool/,Yes,Yes,No,No,No,No,Non-denominational
5759323,Falkirk,Local Authority,Moray Primary School,Moray Place,Grangemouth,,FK3 9DL,10091787453,morayprimaryschool@falkirk.gov.uk,01324 501300,http://www.moray.falkirk.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
5631726,Scottish Borders,Local Authority,Morebattle Primary School,Main Street,Morebattle,KELSO,TD5 8QG,116019352,morebattleps@scotborders.gov.uk,01573 440236,https://www.scotborders.gov.uk/directory_record/20133/morebattle_primary_school,Yes,Yes,No,No,No,No,Non-denominational
5330432,Dundee City,Local Authority,Morgan Academy,Forfar Road,Dundee,,DD4 7AX,9059035421,morgan@dundeecity.gov.uk,01382 307000,http://morgan.ea.dundeecity.sch.uk/,No,No,Yes,No,No,No,Non-denominational
8512329,North Lanarkshire,Local Authority,Morningside Primary School,School Road,Morningside,WISHAW,ML2 9QW,118048479,ht@morningside.n-lanark.sch.uk,01698 274938,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5815,No,Yes,No,No,No,No,Non-denominational
5207827,Moray,Local Authority,Mortlach Primary School,York Street,Dufftown Keith,MORAY,AB55 4AU,133038804,admin.mortlachp2@moray-edunet.gov.uk,01340 820268,https://blogs.glowscotland.org.uk/my/MortlachPrimarySchool/,Yes,Yes,No,No,No,No,Non-denominational
6104428,Shetland Islands,Local Authority,Mossbank Primary School,Mossbank,Shetland,,ZE2 9RB,30100004557,mossbank@shetland.gov.uk,01595 807280,http://www.mossbank.shetland.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8512124,North Lanarkshire,Local Authority,Mossend Primary School,Calder Road,Mossend,BELLSHILL,ML4 2RH,118070773,ht@mossend.n-lanark.sch.uk,01698 274905,http://www.mossend.n-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8324727,East Dunbartonshire,Local Authority,Mosshead Primary School,Stockiemuir Avenue,Bearsden,,G61 3LZ,132039659,office@mosshead.e-dunbarton.sch.uk,0141 955 2245,http://www.mosshead.e-dunbarton.sch.uk,No,Yes,No,No,No,No,Non-denominational
8533229,South Lanarkshire,Local Authority,Mossneuk Primary School,Mossneuk Drive,East Kilbride,,G75 8XQ,484176646,office@mossneuk-pri.s-lanark.sch.uk,01355 239777,http://www.mossneukprimaryschool.org.uk/,Yes,Yes,No,No,No,No,Non-denominational
8416923,Glasgow City,Local Authority,Mosspark Primary School & Nursery Class,20 Mosspark Square,Mosspark,GLASGOW,G52 1LZ,906700300210,headteacher@mosspark-pri.glasgow.sch.uk,0141 882 3602,https://blogs.glowscotland.org.uk/gc/mossparkprimary/,Yes,Yes,No,No,No,No,Non-denominational
5202329,Moray,Local Authority,Mosstodloch Primary School,Garmouth Road,Mosstodloch,MORAY,IV32 7JB,133001441,admin.mosstodlochp@moray-edunet.gov.uk,01343 820476,https://blogs.glowscotland.org.uk/my/mosstodloch/,No,Yes,No,No,No,No,Non-denominational
5202426,Moray,Local Authority,Mosstowie Primary School,Miltonbrae,Miltonduff,MORAY,IV30 8TY,133056543,admin.mosstowiep@moray-edunet.gov.uk,01343 547119,http://www.moray.gov.uk/moray_schools/page_2221.html,No,Yes,No,No,No,No,Non-denominational
8625425,Renfrewshire,Local Authority,Mossvale Primary School,Gockston Road,,PAISLEY,PA3 2QB,123110946,mossvaleenquiries@renfrewshire.gov.uk,0300 300 1449,http://www.mossvale.renfrewshire.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
8531625,South Lanarkshire,Local Authority,Mount Cameron Primary School,Blacklaw Drive,St Leonard's,EAST KILBRIDE,G74 2EX,484157179,office@mountcameron-pri.s-lanark.sch.uk,01355 232062,http://www.mountcameron-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8534527,South Lanarkshire,Local Authority,Mount Cameron Primary School Gaelic Unit,Blacklaw Drive,St Leonard's,EAST KILBRIDE,G74 2EX,484157179,office@mountcameron-pri.s-lanark.sch.uk,01355 232062,http://www.mountcameron-pri.s-lanark.sch.uk/,Yes,Yes,No,No,Yes,No,Non-denominational
8222320,East Ayrshire,Local Authority,Mount Carmel Primary School,Meiklewood Road,Kilmarnock,,KA3 2EL,127047792,derek.forsyth@east-ayrshire.gov.uk,01563 525897,https://blogs.glowscotland.org.uk/ea/mountcarmelps2017/,No,Yes,No,No,No,No,Roman Catholic
8417024,Glasgow City,Local Authority,Mount Florida Primary School & Nursery Class,1127 Cathcart Road,,GLASGOW,G42 9HF,906700253806,headteacher@mountflorida-pri.glasgow.sch.uk,0141 632 4455,http://www.mountflorida-pri.glasgow.sch.uk,Yes,Yes,No,No,No,No,Non-denominational
5101425,Highland,Local Authority,Mount Pleasant Primary School,Castletown Road,Thurso,,KW14 8HL,130071729,mountpleasant.primary@highland.gov.uk,01847 893419,http://mount-pleasant-primary.co.uk,Yes,Yes,No,No,Yes,Yes,Non-denominational
8456526,Glasgow City,Local Authority,Mount Vernon Primary School,80 Criffel Road,,GLASGOW,G32 9JG,906700370528,headteacher@mountvernon-pri.glasgow.sch.uk,0141 778 9616,http://www.mountvernon-pri.glasgow.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5404827,Fife,Local Authority,Mountfleurie Primary School,Christie Avenue,Leven,,KY8 4AZ,320180827,mountfleurieps.enquiries@fife.gov.uk,01333 659429,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=ADD817CF-2B55-4491-96E1B821550C98A9,Yes,Yes,No,No,No,Yes,Non-denominational
5136628,Highland,Local Authority,Muck Primary School,Isle Of Muck,,,PH41 2RP,130111993,muck.primary@highland.gov.uk,01687 462367,http://muckprimaryschool.wordpress.com/,Yes,Yes,No,No,No,No,Non-denominational
5718023,Clackmannanshire,Local Authority,Muckhart Primary School,Muckhart,Dollar,,FK14 7JN,35014716,muckhart@edu.clacks.gov.uk,01259 781356,https://blogs.glowscotland.org.uk/cl/muckhartprimaryschool/,No,Yes,No,No,No,No,Non-denominational
8513023,North Lanarkshire,Local Authority,Muir Street Primary School,Parkneuk Street,Motherwell,,ML1 1BY,118065316,ht@muirstreet.n-lanark.sch.uk,01698 274980,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5817,No,Yes,No,No,No,No,Non-denominational
8523827,South Lanarkshire,Local Authority,Muiredge Primary School,Watson Street,,UDDINGSTON,G71 7JL,484057247,gw14muiredgepsoffice@glow.sch.uk,01698 813852,http://www.muiredge-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5300827,Angus,Local Authority,Muirfield Primary School,School Road,Arbroath,,DD11 2LU,117079294,Muirfield@angusschools.org.uk,01241 465422,http://www.muirfield.angus.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
5241022,Aberdeen City,Local Authority,Muirfield School,Mastrick Drive,Aberdeen,,AB16 6UE,9051024494,muirfield@aberdeencity.gov.uk,01224 694958,http://www.muirfield.aberdeen.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
8235325,South Ayrshire,Local Authority,Muirhead Primary School,Buchan Road,Troon,,KA10 7BT,141016433,muirhead.mail@south-ayrshire.gov.uk,01292 690033,http://www.muirhead.sayr.sch.uk,Yes,Yes,No,No,No,No,Non-denominational
8513120,North Lanarkshire,Local Authority,Muirhouse Primary School,66 Barons Road,Motherwell,,ML1 2NB,118076760,ht@muirhouse.n-lanark.sch.uk,01698 274995,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5819,Yes,Yes,No,No,No,No,Non-denominational
8243921,East Ayrshire,Local Authority,Muirkirk Primary School,Burns Avenue,Muirkirk,,KA18 3RH,127046241,anne.mclean@east-ayrshire.gov.uk,01290 661350,https://blogs.glowscotland.org.uk/ea/muirkirkps/,Yes,Yes,No,No,No,No,Non-denominational
5143322,Highland,Local Authority,Muirtown Primary School,King Brude Road,Inverness,,IV3 8LU,130052847,muirtown.primary@highland.gov.uk,01463 239537,http://www.muirtownps.wordpress.com,Yes,Yes,No,No,No,No,Non-denominational
5116627,Highland,Local Authority,Mulbuie Primary School,Muir Of Ord,,,IV6 7RB,130164600,mulbuie.primary@highland.gov.uk,01349 861289,http://www.mulbuieprimaryschool.co.uk,Yes,Yes,No,No,No,No,Non-denominational
5116724,Highland,Local Authority,Munlochy Primary School,56 Millbank Road,Munlochy,,IV8 8NL,130011905,munlochy.primary@highland.gov.uk,01463 811489,http://munlochyprimary.wordpress.com/,No,Yes,No,No,No,No,Non-denominational
8531722,South Lanarkshire,Local Authority,Murray Primary School,Napier Hill,Murray,EAST KILBRIDE,G75 0JP,484173349,office@murray-pri.s-lanark.sch.uk,01355 222566,http://www.murray-pri.s-lanark.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
5527023,Edinburgh City,Local Authority,Murrayburn Primary School,1 Sighthill Loan,Edinburgh,,EH11 4NP,906223174,admin@murrayburn.edin.sch.uk,0131 453 5339,http://murrayburn-edin.j2webby.com/,Yes,Yes,No,No,No,Yes,Non-denominational
5505526,West Lothian,Local Authority,Murrayfield Primary School,Catherine Terrace,Blackburn,WEST LOTHIAN,EH47 7DX,200004139544,wlmurrayfield-ps@westlothian.org.uk,01506 653400,http://www.murrayfieldprimary.westlothian.org.uk,Yes,Yes,No,No,No,Yes,Non-denominational
5320828,Angus,Local Authority,Murroes Primary School,Duntrune,Angus,,DD4 0PL,117096424,Murroes@angusschools.org.uk,01382 768118,http://www.murroes.angus.sch.uk,Yes,Yes,No,No,No,No,Non-denominational
5346223,Perth & Kinross,Local Authority,Murthly Primary School,Murthly,Perth,,PH1 4HB,124066786,murthly@pkc.gov.uk,01738 454263,http://www.murthlyprimary.org.uk,Yes,Yes,No,No,No,No,Non-denominational
5550025,East Lothian,Local Authority,Musselburgh Burgh Primary School,Kilwinning Street,Musselburgh,EAST LOTHIAN,EH21 7EE,138010531,musselburgh.burgh.ps@musselburghburgh.elcschool.org.uk,0131 6653407,http://edubuzz.org/blogs/theburgh/,Yes,Yes,No,No,No,No,Non-denominational
5550831,East Lothian,Local Authority,Musselburgh Grammar School,86 Inveresk Road,Musselburgh,EAST LOTHIAN,EH21 7BA,138021203,musselburgh.gs@musselburghgrammar.elcschool.org.uk,0131 6654278,https://www.edubuzz.org/musselburghgrammar/,No,No,Yes,No,No,Yes,Non-denominational
5346320,Perth & Kinross,Local Authority,Muthill Primary School,Station Road,Muthill,,PH5 2AR,124004631,Muthill@pkc.gov.uk,01764 661466,https://muthillprimary.wordpress.com/,No,Yes,No,No,No,No,Non-denominational
5153131,Highland,Local Authority,Nairn Academy,Duncan Drive,Nairn,,IV12 4RD,130030705,nairn.academy@highland.gov.uk,01667 453700,http://nairnacademy.wordpress.com,No,No,Yes,No,No,Yes,Non-denominational
8521328,South Lanarkshire,Local Authority,Neilsland Primary School,Highstonehall Road,Hamilton,,ML3 8LU,484175674,office@neilsland-pri.s-lanark.sch.uk,01698 286405,http://www.neilslandprimary.co.uk/,No,Yes,No,No,No,No,Non-denominational
8631824,East Renfrewshire,Local Authority,Neilston Primary School,43 High Street,Neilston,GLASGOW,G78 3HJ,131029100,headteacher@neilston.e-renfrew.sch.uk,0141 5707240,http://www.ea.e-renfrew.sch.uk/neilston/,No,Yes,No,No,No,No,Non-denominational
6102727,Shetland Islands,Local Authority,Nesting Primary School,South Nesting,Shetland,,ZE2 9PP,301000015952,nesting@shetland.gov.uk,01595 743701,http://www.nesting.shetland.sch.uk/,No,Yes,No,No,No,No,Non-denominational
5540224,Edinburgh City,Local Authority,Nether Currie Primary School,23 Thomson Crescent,Currie,EDINBURGH,EH14 5JR,906299423,admin@nethercurrie.edin.sch.uk,0131 449 3140,http://www.nethercurrie.edin.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8223726,East Ayrshire,Local Authority,Nether Robertland Primary School,Pokelly Place,Stewarton,,KA3 5PF,127015998,shauna.wilson@east-ayrshire.gov.uk,01560 482035,https://blogs.glowscotland.org.uk/ea/netherrobertlandwebsite2016/,Yes,Yes,No,No,No,No,Non-denominational
8523320,South Lanarkshire,Local Authority,Netherburn Primary School,Overton Road,Netherburn,LARKHALL,ML9 3BT,484163748,office@netherburn-pri.s-lanark.sch.uk,01698 882484,http://www.netherburn-primary.take2theweb.com/,Yes,Yes,No,No,No,No,Non-denominational
8600929,East Renfrewshire,Local Authority,Netherlee Primary School,Clarkston Road,Netherlee,GLASGOW,G44 3SF,131023636,headteacher@netherlee.e-renfrew.sch.uk,0141 570 7260,http://www.ea.e-renfrew.sch.uk/netherlee/,Yes,Yes,No,No,No,No,Non-denominational
5741629,Falkirk,Local Authority,Nethermains Primary School,Bulloch Crescent,Denny,,FK6 5AR,136024534,nethermainsprimaryschool@falkirk.gov.uk,01324 508830,http://www.nethermains.falkirk.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
5938228,Dumfries & Galloway,Local Authority,Nethermill School,Parkgate,Dumfries,,DG1 3NL,137061984,gw08officenethermill@ea.dumgal.sch.uk,01387 860268,http://nethermillprimaryschool.createprimary.co.uk/,No,Yes,No,No,No,No,Non-denominational
8241120,East Ayrshire,Local Authority,Netherthird Primary School,Craigens Road,Cumnock,,KA18 3AN,127041240,kath.crombie@east-ayrshire.gov.uk,01290 421980,https://blogs.glowscotland.org.uk/ea/netherthirdps2017/,Yes,Yes,No,No,No,No,Non-denominational
8513422,North Lanarkshire,Local Authority,Netherton Primary School,Netherton Road,Wishaw,,ML2 0DD,118087008,ht@netherton.n-lanark.sch.uk,01698 352520,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5821,No,Yes,No,No,No,No,Non-denominational
5930324,Dumfries & Galloway,Local Authority,New Abbey School,New Abbey,Dumfries,,DG2 8BY,137025837,gw08officenew@ea.dumgal.sch.uk,01387 850256,https://www.dumgal.gov.uk/article/15503/New-Abbey-Primary-School,No,Yes,No,No,No,No,Non-denominational
8242321,East Ayrshire,Local Authority,New Cumnock Primary School,Castle,New Cumnock,,KA18 4AH,127069530,Joanna.mcmurdo@east-ayrshire.gov.uk,01290 338404,https://blogs.glowscotland.org.uk/ea/newcumnockprimaryschoolea/,No,Yes,No,No,No,No,Non-denominational
5220327,Aberdeenshire,Local Authority,New Deer School,New Deer,Turriff,ABERDEENSHIRE,AB53 6TB,151126859,newdeer.sch@aberdeenshire.gov.uk,01771 676645,http://www.newdeer.aberdeenshire.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5202523,Moray,Local Authority,New Elgin Primary School,Bezack Street,New Elgin,MORAY,IV30 6DP,133039695,admin.newelginp@moray-edunet.gov.uk,01343 547587,https://www.facebook.com/New-Elgin-Primary-School-Moray-1741781972706216/,Yes,Yes,No,No,No,No,Non-denominational
8548625,South Lanarkshire,Local Authority,New Lanark Primary School,64 New Lanark Road,,LANARK,ML11 9BY,484183587,office@newlanark-pri.s-lanark.sch.uk,01555 663069,http://www.southlanarkshire.gov.uk/info/200189/our_primary_schools/1206/new_lanark_primary_school,No,Yes,No,No,No,No,Non-denominational
5228425,Aberdeenshire,Local Authority,New Machar School,7 School Road,Newmachar,ABERDEENSHIRE,AB21 0WB,151087759,newmachar.sch@aberdeenshire.gov.uk,01651 267420,http://www.newmachar.aberdeenshire.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8504725,North Lanarkshire,Local Authority,New Monkland Primary School,Raebog Road,Glenmavis,AIRDRIE,ML6 0NW,118135284,ht@newmonkland.n-lanark.sch.uk,01236 794883,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5822,Yes,Yes,No,No,No,No,Non-denominational
5220424,Aberdeenshire,Local Authority,New Pitsligo & St John's School,School Street,New Pitsligo Fraserburgh,ABERDEENSHIRE,AB43 6NE,151012283,newpitsligo.sch@aberdeenshire.gov.uk,01771 676610,http://www.newpitsligo-st-johns.aberdeenshire.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8514224,North Lanarkshire,Local Authority,New Stevenston Primary School,10 Coronation Road East,New Stevenston,MOTHERWELL,ML1 4HX,118181189,ht@newstevenston.n-lanark.sch.uk,01698 352530,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5823,Yes,Yes,No,No,No,Yes,Non-denominational
8640025,Inverclyde,Local Authority,Newark Primary School,Bridgend Avenue,Port Glasgow,,PA14 5SU,119049924,INNewark@glowscotland.onmicrosoft.com,01475 715600,http://newarkprimary.inverclyde.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8513627,North Lanarkshire,Local Authority,Newarthill Primary School,High Street,Newarthill,MOTHERWELL,ML1 5JU,118089097,ht@newarthill.n-lanark.sch.uk,01698 274958,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5824,No,Yes,No,No,No,No,Non-denominational
5546036,Midlothian,Local Authority,Newbattle High School,"Newbattle Community Campus, Newbattle Way",Easthouses,DALKEITH,EH22 4SX,120052311,newbattle.hs@midlothian.gov.uk,0131 561 6700,http://www.newbattle.org.uk/,No,No,Yes,No,No,Yes,Non-denominational
5306124,Angus,Local Authority,Newbigging Primary School,33-35 Pitairlie Road,Newbigging,DUNDEE,DD5 3RH,117080056,Newbigging@angusschools.org.uk,01382 768121,http://www.newbigging.angus.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5228328,Aberdeenshire,Local Authority,Newburgh Mathers School,School Road,Newburgh Ellon,ABERDEENSHIRE,AB41 6BT,151086161,newburghmathers.sch@aberdeenshire.gov.uk,01358 281120,http://www.newburghmathers.aberdeenshire.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5424429,Fife,Local Authority,Newburgh Primary School,Cupar Road,Newburgh,CUPAR,KY14 6HA,320175220,newburghps.enquiries@fife.gov.uk,01334 659431,http://www.fifedirect.org.uk/newburghps,Yes,Yes,No,No,No,No,Non-denominational
5408423,Fife,Local Authority,Newcastle Primary & Community School,Muirfield Drive,Glenrothes,,KY6 2PX,320180138,Newcastleps.enquiries@fife.gov.uk,01592 485449,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=EEBD91DD-F6ED-4B0C-8116992BB89F96E0,No,Yes,No,No,No,No,Non-denominational
5631823,Scottish Borders,Local Authority,Newcastleton Primary School,Montague Street,Newcastleton,ROXBURGHSHIRE,TD9 0QZ,116022264,newcastletonps@scotborders.gov.uk,01387 375240,https://www.scotborders.gov.uk/directory_record/20134/newcastleton_primary_school,Yes,Yes,No,No,No,No,Non-denominational
5527120,Edinburgh City,Local Authority,Newcraighall Primary School,Whitehill Street,Newcraighall,EDINBURGH,EH21 8QZ,906263028,admin@newcraighall.edin.sch.uk,0131 669 3598,http://www.newcraighall.edin.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8526222,South Lanarkshire,Local Authority,Newfield Primary School,Muirhead,Stonehouse,,ML9 3HG,484166054,office@newfield-pri.s-lanark.sch.uk,01698 792084,http://www.newfield-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5341426,Perth & Kinross,Local Authority,Newhill Primary School,Blairgowrie Community Campus,Henderson Place,BLAIRGOWRIE,PH10 6UZ,124092349,Newhill@pkc.gov.uk,01250 871941,https://blogs.glowscotland.org.uk/pk/NewhillPrimarySchool/,Yes,Yes,No,No,No,Yes,Non-denominational
8443742,Glasgow City,Local Authority,Newhills Secondary School,42 Newhills Road,,GLASGOW,G33 4HJ,906700202665,headteacher@newhills-sec.glasgow.sch.uk,0141 773 1296,https://www.glasgow.gov.uk/index.aspx?articleid=18274,No,No,No,Yes,No,No,Inter-denominational
5945224,Dumfries & Galloway,Local Authority,Newington School,Hospital Road,Annan,DUMFRIESSHIRE,DG12 6LA,137050258,gw08officenewington@ea.dumgal.sch.uk,01461 202459,http://www.newingtonprimary.ik.org/information.html,Yes,Yes,No,No,No,Yes,Non-denominational
5600928,Scottish Borders,Local Authority,Newlands Primary School,Romanno Bridge,West Linton,PEEBLESSHIRE,EH46 7BZ,116051906,newlandsps@scotborders.gov.uk,01968 660211,https://www.scotborders.gov.uk/site/xfp/scripts/xforms_form.php?formID=212&language=en,No,Yes,No,No,No,No,Non-denominational
8513929,North Lanarkshire,Local Authority,Newmains Primary School,School Road,Newmains,WISHAW,ML2 9BE,118048473,ht@newmains.n-lanark.sch.uk,01698 274923,http://www.newmains.n-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8627223,Renfrewshire,Local Authority,Newmains Primary School,Lang Avenue,,RENFREW,PA4 0DA,123081198,newmainsenquiries@renfrewshire.gov.uk,0300 300 0172,https://blogs.glowscotland.org.uk/re/newmains/,No,Yes,No,No,No,No,Non-denominational
5207924,Moray,Local Authority,Newmill Primary School,Isla Road,Newmill,KEITH,AB55 6US,133038773,admin.newmillp@moray-edunet.gov.uk,01542 882788,http://www.newmill.moray.sch.uk/,No,Yes,No,No,No,No,Non-denominational
8223424,East Ayrshire,Local Authority,Newmilns Primary School,Gilfoot,Newmilns,,KA16 9LP,127048504,jillian.mccracken@east-ayrshire.gov.uk,01560 320915,https://blogs.glowscotland.org.uk/ea/newmilnsprimary/,Yes,Yes,No,No,No,No,Non-denominational
5116929,Highland,Local Authority,Newmore Primary School,Invergordon,,,IV18 0PG,130111977,newmore.primary@highland.gov.uk,01349 853300,http://newmoreprimary.wordpress.com/,No,Yes,No,No,No,No,Non-denominational
5424321,Fife,Local Authority,Newport Primary School,Cupar Road,Newport-on-Tay,,DD6 8JT,320176744,Newportps.enquiries@fife.gov.uk,01334 659432,http://www.fifedirect.org.uk/newportps,Yes,Yes,No,No,No,No,Non-denominational
1004328,South Lanarkshire,Local Authority,Newton Farm Primary School,Harvester Avenue,Newton,CAMBUSLANG,G72 6AA,484179841,office@newtonfarm-pri.s-lanark.sch.uk,01416420333,https://blogs.glowscotland.org.uk/glowblogs/newtonfarm/,No,Yes,No,No,No,Yes,Non-denominational
1003496,Highland,Local Authority,Newton Park Primary,Seaforth Avenue,,WICK,KW1 5ND,130088468,newtonpark.primary@highland.gov.uk,01955 60,http://www.newtonparkprimary.wordpress.com,Yes,Yes,No,No,No,Yes,Non-denominational
8237921,South Ayrshire,Local Authority,Newton Primary School,175A Russell Drive,Ayr,,KA8 8JL,141025237,newton.mail@south-ayrshire.gov.uk,01292 612714,http://www.newton.sayr.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5745829,Stirling,Local Authority,Newton Primary School,Newton Crescent,Dunblane,,FK15 0DZ,122006259,newtonps@stirling.gov.uk,01786 237920,https://blogs.glowscotland.org.uk/st/newtonprimaryschool/,Yes,Yes,No,No,No,No,Non-denominational
5544629,Midlothian,Local Authority,Newtongrange Primary School,Sixth Street,Newtongrange,,EH22 4LB,120032306,newtongrange.ps@midlothian.gov.uk,0131 271 4645,http://newtongrange.mgfl.net/,Yes,Yes,No,No,No,No,Non-denominational
